"97.10 Code GBA-deelnemer","97.11 Omschrijving","97.12 Aanduiding aangesloten op het GBA-netwerk","99.98 Datum ingang","99.99 Datum einde"
"607003","Academisch Medisch Centrum Amsterdam (AMC)/Endoprothese Follow up-onderzoek","0","20190601","",""
"607101","Universitair Medisch Centrum Utrecht","0","20030901","",""
"607102","UMC Utrecht/ALS onderzoek","0","20130201","",""
"607103","Universiteit Utrecht/Arbeid, Milieu en Gezondheid Onderzoek (AMIGO)","0","20130701","",""
"607201","Universitair Medisch Centrum Groningen","1","20030901","",""
"607202","Universitair Medisch Centrum Groningen/LifeLines","1","20130701","",""
"607203","UMC Groningen/TRAILS (Tracking Adolescents' Individual Lives Survey)-onderzoek","0","20150401","",""
"607301","Academisch ziekenhuis Leids Universitair Medisch Centrum (LUMC)","1","20170501","",""
"607302","Leids Universitair Medisch Centrum/Lang Leven-studie","0","20160501","",""
"607303","Leids Universitair Medisch Centrum (LUMC)/Genes, Germs and Resources-onderzoek","0","20160901","",""
"607304","Leids Universitair Medisch Centrum (LUMC)/Huidlymfoom-onderzoek","0","20180801","20190301",""
"607401","Academisch Ziekenhuis Maastricht","0","20030901","",""
"607402","Universiteit Maastricht/NLCS","0","20050301","",""
"607403","Universiteit Maastricht/studie Arbeidsdeelname en gezondheid door de jaren heen","0","20121201","",""
"607404","Universiteit Maastricht/KOALA Birth Cohort Study","0","20121201","",""
"607405","Universiteit Maastricht/studie Influenza vaccination","0","20121201","20160101",""
"607406","Universiteit Maastricht/IBD-ZL (Inflammatory Bowel Disease Zuid-Limburg) project","0","20131201","",""
"607407","Universiteit Maastricht/CAPHRI (Public Health and Primary Care)-onderzoek","0","20150101","20180101",""
"607408","Universiteit Maastricht/MEFAB (Maastricht Essential Fatty Acid Birth)-cohort","0","20150301","20180101",""
"607409","Universiteit Maastricht/MC (Microscopische colitis)-studie","0","20150601","",""
"607501","Radboud Universiteit Nijmegen/European Social Survey-onderzoek","0","20180701","20190301",""
"607601","Erasmus MC","1","20040301","",""
"607701","Diakonessenhuis Utrecht","0","20040601","",""
"607801","VU medisch centrum","1","20030901","",""
"607802","VU medisch centrum - LASA","0","20110801","",""
"607803","VU medisch centrum - Nederlands Tweelingenregister","0","20130901","",""
"607804","VU medisch centrum (VUmc)/Meningitis-onderzoek","0","20180401","20190301",""
"608001","Slotervaartziekenhuis","0","20050601","20190501",""
"608401","Maastro clinic","0","20070301","20190201",""
"608501","Bevolkingsonderzoek Zuid-West (BMHK 2)","1","20071201","20130701",""
"608601","Ikazia Ziekenhuis","0","20080601","",""
"608701","Proefbevolkingsonderzoek Darmkanker Erasmus MC/AMC Amsterdam","1","20140401","20170301",""
"608801","Bevolkingsonderzoek Zuid (BMHK 2)","1","20080901","20130701",""
"608901","Bureau Jeugdzorg","1","20090401","20150801",""
"608902","Bureau Jeugdzorg/AMK","0","20090401","20150501",""
"609001","Antoni van Leeuwenhoek Ziekenhuis","0","20091201","",""
"609101","Flevoziekenhuis","0","20100401","",""
"609301","Isala klinieken","0","20110601","",""
"609401","Spaarne Ziekenhuis","0","20120601","",""
"609501","Catharina Ziekenhuis","0","20120701","",""
"609601","Martini Ziekenhuis","0","20131101","",""
"609701","Canisius-Wilhelmina Ziekenhuis","1","20140201","",""
"609801","CAK/Burgerregelingen","1","20170101","",""
"609802","CAK via Centraal Justitieel Incassobureau (CJIB)/Inning en incasso","0","20170101","",""
"609901","MvVWS/Verwijsindex Risicojongeren","1","20080301","",""
"610001","Nederlands Kanker Instituut/Hebon-studie","0","20151101","",""
"610002","Nederlands Kanker Instituut /Nightingale-studie","0","20160101","",""
"610101","GGD Nieuwe Waterweg Noord","1","19961101","20080301",""
"610102","GGD Nieuwe Waterweg Noord (EPI)","1","20000601","20090601",""
"610103","GGD Nieuwe Waterweg Noord (JGZ/overig)","1","20071201","20090601",""
"610201","Bevolkingsonderzoek Noord (BMHK 2)","1","19961101","20130701",""
"610202","GGD Fryslân (JGZ/overig)","1","20071201","",""
"610301","GGD Regio Achterhoek","1","19970501","20050601",""
"610302","GGD Noord- en Oost-Gelderland (EPI)","0","20130101","",""
"610401","RDOG GGD Hollands Midden (JGZ/overig)","1","20141201","",""
"610402","RDOG GGD Hollands Midden (OGGZ)","0","20141201","",""
"610501","GGD Gelderland-Zuid (JGZ/overig)","1","20171001","",""
"610502","GGD Gelderland-Zuid (EPI)","0","20171001","",""
"610601","GGD Zuid-Limburg (JGZ/overig)","1","19970501","",""
"610602","GGD Zuid-Limburg (OGGZ/Kinderopvang)","0","20110601","",""
"610701","GGD Zeeland (BMHK)","1","19970501","20090301",""
"610702","GGD Zeeland (JGZ/overig)","1","20071201","",""
"610703","GGD Zeeland (EPI)","0","20090601","",""
"610704","GGD Zeeland (OGGZ/Kinderopvang)","0","20111201","20170201",""
"610801","GGD Zuidhollandse Eilanden (BMHK)","1","19970501","20090301",""
"610802","GGD Zuidhollandse Eilanden (EPI)","1","20001201","20100301",""
"610803","GGD Zuidhollandse Eilanden (JGZ/overig)","1","20071201","20100601",""
"610901","GGD Zuid-Holland Zuid (BMHK)","1","19970501","20090301",""
"610902","Dienst Gezondheid & Jeugd Zuid-Holland Zuid (JGZ/overig)","1","20151201","",""
"610904","Dienst Gezondheid & Jeugd Zuid-Holland Zuid (OGGZ/Kinderopvang)","0","20151201","",""
"611001","GGD Midden-Nederland (3)","1","19970501","20020601",""
"611002","GGD Midden-Nederland (EPI)","0","20001201","",""
"611101","GGD IJsselland (JGZ/overig)","1","19970501","",""
"611102","GGD IJsselland (EPI)","0","20020301","",""
"611103","GGD IJsselland (OGGZ)","0","20150201","",""
"611201","GGD Kop van Noord-Holland","1","19970201","20080901",""
"611202","GGD Kop van Noord-Holland (EPI)","1","20030601","20080601",""
"611301","GGD Zuid-Holland West","1","19970801","",""
"611302","GGD West-Holland (2)","1","19970801","20040301",""
"611303","GGD Zuid-Holland West (EPI)","0","20000601","",""
"611401","GGD West-Brabant (BMHK) (1)","1","19970801","20081201",""
"611402","GGD West-Brabant (EPI)","0","20020301","",""
"611403","GGD West-Brabant (JGZ/overig)","1","20071201","",""
"611501","GGD Midden-Nederland (JGZ/overig)","1","19970801","",""
"611502","GGD Midden-Nederland (2)","1","19970801","20040601",""
"611504","GGD Regio Utrecht (OGGZ/Kinderopvang)","0","20140601","",""
"611601","Hulpverleningsdienst Gelderland-Midden (JGZ/overig)","1","20180101","",""
"611602","Hulpverleningsdienst Gelderland-Midden (EPI)","0","20060601","",""
"611701","GGD Delfland (1)","1","19970801","20060601",""
"611702","GGD Delfland (2)","1","19970801","20040301",""
"611703","GGD Delfland (EPI)","1","20000601","20051201",""
"611801","GGD Gewest Eemland","1","19970801","20091201",""
"611802","GGD Gewest Eemland (EPI)","1","20001201","20090901",""
"611901","GGD Flevoland","1","19970801","20080301",""
"611902","GGD Flevoland (JGZ/overig)","1","20071201","",""
"611903","GGD Flevoland (OGGZ/Kinderopvang)","0","20130501","",""
"612001","Bevolkingsonderzoek Noord (BMHK 3)","1","19980201","20130701",""
"612002","GGD Groningen (JGZ/overig)","1","20071201","",""
"612101","GGD Midden-Limburg","1","19970801","20030301",""
"612201","GGD Noord- en Oost-Gelderland (JGZ/overig)","1","20130101","",""
"612301","GGD Hollands Noorden (JGZ/overig)","1","20080601","",""
"612302","GGD Hollands Noorden (OGGZ/Kinderopvang)","0","20111101","",""
"612501","GGD Noord- en Midden-Limburg (BMHK)","1","19971101","20081201",""
"612502","GGD Limburg-Noord (JGZ/overig)","1","20071201","",""
"612601","GGD Zuid-Limburg (2)","1","19971101","20100601",""
"612701","GGD Rotterdam en omstreken","1","19971101","20080301",""
"612702","GGD Rotterdam-Rijnmond (EPI)","0","20000601","",""
"612703","GGD Rotterdam-Rijnmond (JGZ/overig)","1","20130101","",""
"612704","GGD Rotterdam-Rijnmond (OGGZ/Kinderopvang)","0","20120901","",""
"612801","GGD Zuid-Limburg (3)","1","19971101","20100601",""
"612901","RDOG GGD Hollands Midden (JGZ/overig)","1","19971101","20150101",""
"612902","RDOG GGD Hollands Midden (OGGZ)","0","20120101","20141201",""
"613001","GGD Amsterdam/Amstelland (JGZ/overig)","1","20070901","",""
"613002","GGD Amsterdam/Amstelland (EPI)","0","20110101","",""
"613003","GGD Amsterdam/Amstelland (OGGZ/Kinderopvang)","0","20110601","",""
"613101","Bevolkingsonderzoek Oost (BMHK 3)","1","19971101","20130701",""
"613102","Bevolkingsonderzoek Oost (BMHK 3) (selectie)","0","20120401","20120901",""
"613201","GGD Amstelland (JGZ/overig)","1","19971101","20120301",""
"613202","GGD Amstelland (EPI)","0","20020301","20120101",""
"613203","GGD Amstelland (OGGZ/Kinderopvang)","0","20110601","20110901",""
"613301","GGD Gooi en Vechtstreek","1","19971101","20080301",""
"613302","GGD Gooi en Vechtstreek (EPI)","0","20001201","20150601",""
"613303","GGD Gooi en Vechtstreek (JGZ/overig)","1","20071201","",""
"613304","GGD Gooi en Vechtstreek (OGGZ/Kinderopvang)","0","20110601","",""
"613401","GGD West-Veluwe/Vallei","1","19980201","20030601",""
"613501","Bevolkingsonderzoek Oost (BMHK 1)","1","19971101","20130701",""
"613502","GGD Regio Twente (EPI)","0","20000601","",""
"613503","GGD Regio Twente (JGZ/overig)","1","20071201","",""
"613504","GGD Twente (OGGZ/Kinderopvang)","0","20120501","",""
"613505","Bevolkingsonderzoek Oost (BMHK 1) (selectie)","0","20120401","20120901",""
"613601","GGD Hart voor Brabant (BMHK) (1)","1","19980101","20081201",""
"613602","GGD Hart voor Brabant (EPI)","0","20010901","",""
"613603","GGD Hart voor Brabant (JGZ/overig)","1","20071201","",""
"613701","GGD Hart voor Brabant (BMHK) (2)","1","19971101","20081201",""
"613801","GGD West-Brabant (BMHK) (2)","1","19971101","20081201",""
"613901","GGD Hart voor Brabant (BMHK) (3)","1","19971101","20081201",""
"614001","GGD Zuid-Holland Noord (2)","1","19980201","20021201",""
"614101","GGD Kennemerland","1","19980201","20080301",""
"614102","GGD Kennemerland (JGZ/overig)","1","20071201","",""
"614103","GGD Kennemerland (OGGZ/Kinderopvang)","0","20110801","",""
"614201","GGD Zuid-Kennemerland","1","19980201","20020901",""
"614202","GGD Kennemerland (EPI)","0","20001201","",""
"614301","GGD Zaanstreek-Waterland","1","19980201","",""
"614302","GGD Zaanstreek-Waterland (EPI)","0","20001201","",""
"614401","GGD Westfriesland (1)","1","19980201","20080901",""
"614402","GGD Westfriesland (2)","1","20010901","20080301",""
"614403","GGD Hollands Noorden (EPI)","0","20010901","",""
"614501","GGD Noord-Kennemerland","1","19980201","20080901",""
"614601","GGD Utrecht (JGZ/overig)","1","20091201","",""
"614602","Gemeente Utrecht Volksgezondheid (OGGZ/Kinderopvang)","0","20141101","",""
"614701","GGD Den Haag (JGZ/overig)","1","20110901","",""
"614702","GGD Den Haag (OGGZ)","0","20110901","",""
"614801","GGD Brabant-Zuidoost (BMHK)","1","19980201","20081201",""
"614802","GGD Brabant-Zuidoost (JGZ/overig)","1","20071201","",""
"614803","GGD Brabant-Zuidoost (EPI)","0","20110401","",""
"615001","GGD Drenthe (3)","1","19980201","20040601",""
"615101","GGD Drenthe (1)","1","19980201","20040901",""
"615102","GGD Drenthe","1","20060601","",""
"615201","Bevolkingsonderzoek Noord (BMHK 1)","1","19980501","20130701",""
"615202","GGD Noord- en Midden-Drenthe (EPI)","1","20001201","20011201",""
"615301","GGD Rivierenland (1)","1","19980801","20171101",""
"615302","GGD Rivierenland (2)","1","19980801","20070601",""
"615303","GGD Rivierenland (3)","1","19980801","20090601",""
"615304","GGD Rivierenland (EPI)","0","20090301","20171001",""
"615501","Instituut Verbeeten","1","20100901","",""
"615601","Nederlands Kanker Instituut/Omega-onderzoek","0","20180501","",""
"615701","Zilveren Kruis Zorgkantoor","1","20160101","",""
"615801","Wageningen Universiteit/COLON-studie","0","20120101","",""
"615901","Stichting GGZ inGeest","0","20111201","",""
"616001","Bevolkingsonderzoek Midden-West","1","20130301","",""
"616101","Bevolkingsonderzoek Noord","1","20130301","",""
"616201","Bevolkingsonderzoek Oost","1","20130301","",""
"616301","Bevolkingsonderzoek Zuid","1","20130301","",""
"616401","Bevolkingsonderzoek Zuid-West","1","20130301","",""
"616501","ASR Ziektekosten N.V.","1","20141101","",""
"616601","Erasmus MC/Afdeling Maatschappelijke Gezondheidszorg/ROBINSCA-studie","1","20160501","",""
"616701","Medisch Centrum Leeuwarden/Hartcentrum Friesland","0","20140901","",""
"616801","Stichting Medisch Spectrum Twente","1","20141101","",""
"616901","Veilig Thuis Rotterdam-Rijnmond","0","20150301","",""
"616902","Stichting Jeugdbescherming Rotterdam Rijnmond","1","20150701","",""
"617001","Regiecentrum Bescherming en Veiligheid-Veilig Thuis Friesland","0","20150301","",""
"617002","Stichting Regiecentrum Bescherming en Veiligheid","1","20150701","",""
"617101","Veilig Thuis West-Brabant","0","20150401","",""
"617201","Veilig Thuis Amsterdam-Amstelland","0","20150301","",""
"617202","Stichting Jeugdbescherming Regio Amsterdam","1","20150701","",""
"617301","Veilig Thuis Brabant-Noordoost","0","20150301","",""
"617302","Stichting Bureau Jeugdzorg Noord-Brabant","1","20150701","",""
"617401","Veilig Thuis Drenthe","0","20150301","",""
"617402","Stichting Jeugdbescherming Noord/Drenthe","1","20150701","",""
"617501","Veilig Thuis Gelderland-Midden","0","20150301","",""
"617502","Stichting Jeugdbescherming Gelderland","1","20150701","",""
"617601","Veilig Thuis Gelderland-Zuid","0","20150301","",""
"617701","Veilig Thuis Gooi en Vechtstreek","0","20150301","",""
"617801","Veilig Thuis Groningen","0","20150301","",""
"617802","Stichting Jeugdbescherming Noord/Groningen","1","20150701","",""
"617901","Veilig Thuis Haaglanden","0","20150301","",""
"617902","Stichting Jeugdbescherming west","1","20150701","",""
"618001","Veilig Thuis IJsselland","0","20150301","",""
"618002","Stichting Jeugdbescherming Overijssel","1","20150701","",""
"618101","Veilig Thuis Midden-Brabant","0","20150301","",""
"618201","Veilig Thuis Noord- en Midden-Limburg","0","20150301","",""
"618202","Stichting Bureau Jeugdzorg Limburg","1","20150701","",""
"618301","Veilig Thuis Noord- en Oost-Gelderland","0","20150301","",""
"618401","Veilig Thuis GGD Hollands Noorden","0","20150301","",""
"618501","Veilig Thuis Utrecht","0","20150301","",""
"618502","Stichting Samen Veilig Midden-Nederland","1","20150701","",""
"618601","Veilig Thuis GGD Zaanstreek-Waterland","0","20150301","",""
"618701","Veilig Thuis Zeeland","0","20150301","",""
"618702","Stichting Intervence","1","20150701","",""
"618801","Veilig Thuis Zuid-Holland Zuid","0","20150301","",""
"618901","Veilig Thuis Brabant-Zuidoost","0","20150301","",""
"619001","Veilig Thuis Twente","0","20150401","",""
"619101","Veilig Thuis Zuid-Limburg","0","20150401","",""
"619201","Maatschappelijke Zorg en Veilig Thuis Hollands Midden","0","20150401","",""
"619301","Veilig Thuis Flevoland","0","20150401","",""
"619401","Veilig Thuis Kennemerland","0","20150401","",""
"619402","Stichting De Jeugd- & Gezinsbeschermers","1","20150701","",""
"619502","Stichting William Schrikker Groep","1","20150701","",""
"619602","Stichting Gereformeerde Jeugdbescherming","1","20150701","20171201",""
"619702","Leger des Heils Jeugdbescherming en Reclassering","1","20171101","",""
"619801","Instelling voor geestelijke gezondheidszorg Pro Persona","1","20170201","",""
"619902","Jeugd Veilig Verder voor jeugdbescherming","1","20170501","",""
"620101","Min. van VWS/Jodiumdistributie (regio Kempen en regio Zuid/eerste ring)","0","20170801","20190801",""
"620102","Min. van VWS/Jodiumdistributie (regio Kempen en regio Zuid/tweede ring)","0","20170801","20190801",""
"620103","Min. van VWS/Jodiumdistributie (regio Oost/tweede ring)","0","20170801","20190801",""
"625201","Regionaal Indicatie Orgaan Enschede e.o.","1","20031201","20060601",""
"625301","Regionaal Indicatie Orgaan Noord West-Twente","1","20031201","20060601",""
"625401","Regionaal Indicatie Orgaan WZV-regio Zwolle","1","20030601","20051201",""
"625501","Regionaal Indicatie Orgaan Centraal Twente","1","20031201","20060601",""
"625801","Regionaal Indicatie Orgaan Zaanstreek","1","20040301","20061201",""
"626201","Regionaal Indicatie Orgaan Midden-Holland","1","20030601","20070601",""
"626301","Regionaal Indicatie Orgaan Noord-Limburg","1","20030601","20070601",""
"626401","Regionaal Indicatie Orgaan Midden-Limburg","1","20040601","20070601",""
"627601","Regionaal Indicatie Orgaan Gooi en Vechtstreek","1","20030601","20061201",""
"627701","Stichting Ketenzorg","1","20030901","20050301",""
"628201","Regionaal Indicatie Orgaan Zuid Oost-Groningen","1","20031201","20060601",""
"628401","Regionaal Indicatie Orgaan Noord-Groningen","1","20030901","20051201",""
"628501","Regionaal Indicatie Orgaan Midden-Brabant","1","20040301","20060901",""
"628601","Regionaal Indicatie Orgaan Brabant-Noordoost","1","20040301","20051201",""
"629801","Stichting Rotterdams Indicatieorgaan","1","20040601","20051201",""
"630301","Rijksinstituut voor Volksgezondheid en Milieu (RIVM)/Prenatale screening","1","20151201","",""
"640001","Koninklijke Nederlandse Maatschappij tot bevordering der Geneeskunst (KNMG)","1","20040901","",""
"640002","Nederlandse Zorgautoriteit (NZa)","0","20101001","",""
"640101","Stichting Centrum Indicatiestelling Zorg (CIZ)","1","20140401","",""
"640201","MvEL&I - Diergeneeskunderegister","1","20120301","",""
"641101","MvVWS/Regelhulp","0","20111001","20170201",""
"650001","MvVROM/Informatie, Beheer en Subsidieregelingen (IBS)","1","19931001","20070901",""
"650002","MvI&M/Eigenwoningregeling","1","19960801","",""
"650003","MvI&M Inlichtingen/Opsporingsdienst (1)","0","19971101","",""
"650004","MvI&M Inlichtingen/Opsporingsdienst (2)","0","19971101","",""
"650005","MvVROM/DG Wonen/Woononderzoek Nederland","1","20020301","20100301",""
"650101","Kadaster en Openbare Registers","1","19951101","",""
"650102","Kadaster en Openbare Registers (selectie)","0","20120701","20120901",""
"650201","Waarborgfonds Eigen Woningen/Nationale Hypotheek Garantie","1","20150401","",""
"650301","Stichting LID Dierenbescherming","0","20080901","",""
"650401","Stichting Bureau Krediet Registratie","0","20111101","",""
"650501","Nederlandse emissieautoriteit","0","20110301","",""
"650601","Bureau Erkenningen van de AOC Raad","1","20110901","",""
"650701","Notaris Appel","0","20110901","20160701",""
"650801","Huurcommissie","0","20120401","",""
"650901","Ministerie van Infrastructuur en Milieu - Omgevingsloket Online","0","20121001","",""
"651001","Gemeenten en samenwerkingsverbanden via Inlichtingenbureau/Werk en inkomen","0","20180301","",""
"651002","Gemeenten via Inlichtingenbureau/Bepalen woonplaatsbeginsel","0","20180301","",""
"651301","Regionale Uitvoeringsdienst Drenthe (BSBm: Bestuurlijke Strafbeschikking milieu)","0","20160801","",""
"651501","Omgevingsdienst IJsselland/Bestuurlijke strafbeschikking milieu","0","20170701","",""
"652001","Omgevingsdienst Achterhoek/Bestuurlijke strafbeschikking milieu","0","20170501","",""
"652301","Regionale uitvoeringsdienst Utrecht/Bestuurlijke Strafbeschikking milieu","0","20180201","",""
"652801","Omgevingsdienst Midden-Holland (BSBm: Bestuurlijke Strafbeschikking milieu)","0","20150401","",""
"653401","Omgevingsdienst Brabant-Noord (BSBm: Bestuurlijke Strafbeschikking milieu)","0","20150701","",""
"653402","Uitvoerders omgevingsrecht via Omgevingsdienst Brabant-Noord","1","20161001","",""
"653901","Omgevingsdienst Groningen/Bestuurlijke strafbeschikking milieu","0","20170201","",""
"660101","Gemeente Meppel via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"660201","Gemeente Assen via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"660301","Gemeente Coevorden via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"660401","Gemeente Emmen via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"660501","Gemeente Hoogeveen via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"660601","Gemeente Aa en Hunze via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"660701","Gemeente Borger-Odoorn via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"660801","Gemeente De Wolden via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"660901","Gemeente Noordenveld via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"661001","Gemeente Westerveld via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"661101","Gemeente Tynaarlo via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"661201","Gemeente Midden-Drenthe via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"661301","Provincie Drenthe via Regionale uitvoeringsdienst Drenthe/Omgevingsrecht","0","20171101","",""
"661401","Staatsbosbeheer","0","20180201","",""
"662001","Gemeente Alphen aan den Rijn via Omgevingsdienst Midden-Holland/Omgevingsrecht","0","20180701","",""
"662101","Gemeente Bodegraven-Reeuwijk via Omgevingsdienst Midden-Holland/Omgevingsrecht","0","20180701","",""
"662201","Gemeente Gouda via Omgevingsdienst Midden-Holland/Omgevingsrecht","0","20180701","",""
"662301","Gemeente Krimpenerwaard via Omgevingsdienst Midden-Holland/Omgevingsrecht","0","20180701","",""
"662401","Gemeente Waddinxveen via Omgevingsdienst Midden-Holland/Omgevingsrecht","0","20180701","",""
"662501","Gemeente Zuidplas via Omgevingsdienst Midden-Holland/Omgevingsrecht","0","20180701","",""
"662601","Provincie Zuid-Holland via Omgevingsdienst Midden-Holland/Omgevingsrecht","0","20180701","",""
"664001","Gemeente Dalfsen via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664101","Gemeente Deventer via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664201","Gemeente Hardenberg via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664301","Gemeente Kampen via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664401","Gemeente Olst-Wijhe via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664501","Gemeente Ommen via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664601","Gemeente Raalte via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664701","Gemeente Staphorst via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664801","Gemeente Steenwijkerland via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"664901","Gemeente Zwartewaterland via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"665001","Gemeente Zwolle via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"665101","Provincie Overijssel via Omgevingsdienst IJsselland/Omgevingsrecht","0","20181101","",""
"700001","Landelijk Bureau Inning Onderhoudsbijdragen","1","19940901","",""
"700002","MvVenJ/Raad voor de Kinderbescherming","0","20140101","",""
"700003","MvVenJ/Generiek Casusoverleg Ondersteunend Systeem (GCOS)","0","20101001","",""
"700101","Raad voor de Rechtspraak - Strafrecht (2)","0","19950201","",""
"700102","Raad voor de Rechtspraak - Strafrecht (1)","1","19950201","",""
"700103","Raad voor de Rechtspraak - Admin.rechtelijke handhaving verkeersvoorschriften","0","19950201","",""
"700104","Min. van JenV/Centraal Justitieel Incassobureau (CJIB)/Inning en incasso (1)","1","20181101","",""
"700105","Raad voor de Rechtspraak - Bestuursrecht","0","19950201","",""
"700106","Raad voor de rechtspraak/Taken inzake burgerlijke zaken","0","20190201","",""
"700107","MvVW/Adv.dienst Verkeer en Vervoer","1","20040301","20100301",""
"700108","MvVenJ/Functioneel Parket","0","20140601","",""
"700109","Schadefonds Geweldsmisdrijven","0","20190501","",""
"700110","MvVenJ/Centraal Justitieel Incassobureau (2)","0","20141001","20170701",""
"700111","Min. van JenV/Centraal Justitieel Incassobureau (CJIB)/Inning en incasso (2)","0","20181101","",""
"700201","MvJ/KLPD/CRI mbt ongeldig reisdocument","1","19950201","20030901",""
"700202","MvJ/KLPD/Divisie Kon. en Dipl. Beveiliging","1","19950501","20010301",""
"700203","MvJ/KLPD/Divisie Kon. en Dipl. Beveiliging (Geheim)","1","19950501","20010301",""
"700204","MvJ/KLPD/Divisie CRI","1","19950501","19961101",""
"700205","MvJ/KLPD/Divisie CRI (Geheim)","1","19950501","19961101",""
"700206","MvJ/KLPD/Divisie Mobiliteit","1","19950501","19961101",""
"700207","MvJ/KLPD/Divisie Mobiliteit (Geheim)","1","19950501","19961101",""
"700208","MvJus/KLPD","1","19950501","20010301",""
"700209","MvJus/KLPD (Geheim)","1","19950501","20010301",""
"700210","MvBZK/KLPD/NRI mbt NSIS","1","19961101","20130601",""
"700301","Min. van VenJ/Immigratie- en Naturalisatiedienst (IND)/Nederlanders","1","20171001","",""
"700302","Min. van JenV/Immigratie- en Naturalisatiedienst (IND)/Vreemdelingen","1","20171201","",""
"700303","MvBZK/IND (Nederlanders) (selectie)","0","20110701","20120901",""
"700304","Min. van VenJ/Immigratie- en Naturalisatiedienst (IND)/Vervallen reisdocumenten","0","20170801","",""
"700401","Algemene Inlichtingen- en Veiligheidsdienst (AIVD)","0","20150101","",""
"700402","Algemene Inlichtingen- en Veiligheidsdienst (AIVD)/e-Formulieren","0","20151201","",""
"700501","NS Beveiliging Services","1","19960501","20001201",""
"700601","Financial Intelligence Unit - Nederland","1","19980501","20120601",""
"700701","MvJus/NIFP Locatie Pieter Baan Centrum","0","20120201","",""
"700801","Min. van EZ/Agentschap Telecom/Vergunning en Handhaving","1","20160501","",""
"700901","MvVenJ/Rijksrecherche","1","19981101","20130401",""
"701001","MvJus/Cliënt-Volgsysteem JC (1)","1","19980801","20021201",""
"701002","MvJus/Cliënt-Volgsysteem JC (2)","1","20010401","20110601",""
"701102","SAB-St. Afvalstoffen&vaardoc binnenvaart","0","20100101","",""
"701201","MvJus/Verwijs Index Personen (VIP) (1)","1","19990301","20021201",""
"701202","MvVenJ/Justitiële Informatiedienst/Strafrechtketen Databank (SKDB)","1","20140201","",""
"701212","MvVenJ/Strafrechtketen Databank (SKDB)/Verwijs Index Personen (VIP) (pilot)","0","20120501","20130701",""
"701301","Min. van VenJ/Justis/Landelijk Bureau Bibob","0","20170701","",""
"701302","MvVenJ/Dienst Justis/Covog","0","20081001","",""
"701303","MvVenJ/Dienst Justis/HTR","0","20100601","",""
"701304","MvVenJ/Dienst Justis/WPBR (Wet particuliere beveiligingsorg en recherchebureaus)","0","20140501","",""
"701305","MvVenJ/Dienst Justis/Naamswijziging","0","20140501","",""
"701401","Raad voor de Rechtsbijstand","1","20041201","",""
"701501","Stichting VAM (IBKI)","0","20090901","",""
"701601","Autoriteit Financiële Markten","0","20091201","",""
"701701","Bureau Financieel Toezicht","0","20100601","",""
"701801","Autoriteit Consument en Markt","0","20151001","",""
"701901","MvEZ/Basisbedrijvenregister","1","20031201","20101201",""
"702001","Nederlands Studiecentrum Criminaliteit en Rechtshandhaving (NSCR)","0","20181001","",""
"702101","Nederlands bureau brandweerexamens (Nbbe)","0","20111001","20150701",""
"702201","Hoge Raad der Nederlanden","0","20110701","",""
"702301","MvVenJ/Agentschap SZW","0","20120101","20150701",""
"702401","Kansspelautoriteit","0","20161201","",""
"702501","MvVenJ/Dienst Justitiële Inrichtingen/WETS en WOTS","0","20150101","",""
"702601","Centraal Bureau Rijvaardigheidsbewijzen (CBR)","0","20130101","",""
"702701","MvVenJ/Openbaar Ministerie","0","20140301","",""
"702801","MvI&M/Rijkswaterstaat/BOA-taak","0","20141101","",""
"703301","Raad van State/Bestuursrechtspraak","0","20150101","",""
"703401","Min. voor Wonen en Rijksdienst/Rijksdienst voor Ondernemend Nederland (RVO)","0","20160301","",""
